2.173818397563464788e-01,2.174226149247334705e-01,2.174355135370875658e-01,2.174190958179408051e-01,2.173715317313425766e-01,2.172890462982804138e-01,2.171671082473278502e-01,2.170290457789943450e-01,2.168880463590610597e-01,2.167263789507217486e-01,2.165751082449045573e-01,2.164095589252682250e-01,2.162375262519712904e-01,2.160614404448871484e-01,2.158776377311869832e-01,2.156829780725216250e-01,2.154846053869357569e-01,2.152821473941572139e-01,2.150718668336324968e-01,2.148577046090303644e-01,2.146407693365178504e-01,2.144201797025818146e-01,2.141938513380173548e-01,2.139606278548654428e-01,2.137443688876576320e-01,2.135774704088039266e-01,2.130994983764491757e-01,2.127362325239775531e-01,2.124325496016310211e-01,2.121432699149291556e-01,2.118623496097348513e-01,2.115876331103649088e-01,2.113097918600190250e-01,2.110367960202946813e-01,2.107616290969983597e-01,2.104856659959541687e-01,2.102129231866507186e-01,2.099416816620679194e-01,2.096733070291317558e-01,2.094100501580751228e-01,2.091552703289935033e-01,2.089013581415695708e-01,2.086488401197912901e-01,2.083959567876018104e-01,2.081477251596410005e-01,2.078947367282583669e-01,2.076563116932817477e-01,2.074287735841817693e-01,2.071994460453681630e-01,2.069661192101998615e-01,2.067287827576475279e-01,2.064928816112690524e-01,2.062501055110852466e-01,2.060111886447746621e-01,2.057732135812726793e-01,2.055304316316820812e-01,2.052843135946426922e-01,2.050395842245729405e-01,2.047956082026689828e-01,2.045510741686679956e-01,2.043097478959204072e-01,2.040665539661526418e-01,2.038274182656744649e-01,2.035905516292207951e-01,2.033532541447625741e-01,2.031208510680643231e-01,2.028892405753056349e-01,2.026551042456407048e-01,2.024244232941068145e-01,2.021969938822146540e-01,2.019611554363149597e-01,2.017257898772457925e-01,2.014947507739871801e-01,2.012619316546632176e-01,2.010314431417155878e-01,2.008019269098622328e-01,2.005750001450447295e-01,2.003487492715194662e-01,2.001238480114637952e-01,1.999005913166750636e-01,1.996839855043555934e-01,1.994685713277143113e-01,1.992488410285416234e-01,1.990262179878707904e-01,1.988032852660994720e-01,1.985853392199471990e-01,1.983704654244137777e-01,1.981579853158097204e-01,1.979473386116001044e-01,1.977398532213157645e-01,1.975340074563223802e-01,1.973298533868546589e-01,1.971280662306357234e-01,1.969284201162409265e-01,1.967313401166055631e-01,1.965347057448726675e-01,1.963397625979580452e-01,1.961449282943281414e-01,1.959518675269677213e-01,1.957598187578460380e-01
2.654943498603410945e-01,2.655015374972220510e-01,2.654594039030360730e-01,2.653733010110175261e-01,2.652418201128867725e-01,2.650499859428137039e-01,2.648085364453751089e-01,2.645469985330397011e-01,2.642803168867271513e-01,2.639883572775766907e-01,2.637087074103626749e-01,2.634132906168700217e-01,2.631146598945189874e-01,2.628124690258570872e-01,2.625023399105727573e-01,2.621787894070317648e-01,2.618524387366626960e-01,2.615194205761377511e-01,2.611776913461467120e-01,2.608306413054188866e-01,2.604791080934980574e-01,2.601232539067619420e-01,2.597589414383271178e-01,2.593867732227280731e-01,2.590347042970914115e-01,2.587071543123791173e-01,2.579055015350128488e-01,2.573662067925446828e-01,2.569430474923619090e-01,2.565193690459680043e-01,2.560908238939534343e-01,2.556669513833371710e-01,2.552372223224675940e-01,2.548127062558139810e-01,2.543857098079004286e-01,2.539583874530826346e-01,2.535378545162345065e-01,2.531187409180526426e-01,2.527056405181544174e-01,2.522988429928836318e-01,2.519025876199362801e-01,2.515036152326052266e-01,2.511063951359197577e-01,2.507102594660953199e-01,2.503167449188105076e-01,2.499239673551870711e-01,2.495494190407800961e-01,2.491895949738520410e-01,2.488251668633941482e-01,2.484537361640119513e-01,2.480748254591967905e-01,2.477018819346552547e-01,2.473186614931690563e-01,2.469397081175259689e-01,2.465645630932454535e-01,2.461861167887317292e-01,2.458023152857552462e-01,2.454208394675488070e-01,2.450385934021321321e-01,2.446555126427916727e-01,2.442764143711255997e-01,2.438956081541179821e-01,2.435211280954109048e-01,2.431509018167392899e-01,2.427813542493091614e-01,2.424166016781598987e-01,2.420531956956546438e-01,2.416851371995542841e-01,2.413214627567851489e-01,2.409640410405941291e-01,2.405959729419022974e-01,2.402288342578208502e-01,2.398668148692590096e-01,2.395030949988895264e-01,2.391423659931202761e-01,2.387835813976344201e-01,2.384294059026846324e-01,2.380769394274966921e-01,2.377260859149715189e-01,2.373776229876962685e-01,2.370279937617493504e-01,2.366774014321161856e-01,2.363226831198620703e-01,2.359657604712531720e-01,2.356106385416183446e-01,2.352652302431784415e-01,2.349231857420721603e-01,2.345848829363067489e-01,2.342492993718733041e-01,2.339214967717433979e-01,2.335955466402850622e-01,2.332719287309028555e-01,2.329545728828222861e-01,2.326394657065635752e-01,2.323278515230953745e-01,2.320163442172891999e-01,2.317089928671752508e-01,2.313997036148360276e-01,2.310949249461718424e-01,2.307923069120274839e-01
2.851275404431899418e-01,2.850336991873435033e-01,2.848778236050794055e-01,2.846727719654131850e-01,2.844217541357398904e-01,2.841145739080885857e-01,2.837760841527882660e-01,2.834057263358956136e-01,2.830423790256877958e-01,2.826490298217506636e-01,2.822765804572315851e-01,2.818916570084326612e-01,2.815139549684650966e-01,2.811374979721945055e-01,2.807525147419759337e-01,2.803584436681807457e-01,2.799633865215147566e-01,2.795644930510232107e-01,2.791534493609253986e-01,2.787405428681759556e-01,2.783227487069604988e-01,2.779018250633996101e-01,2.774734451102775501e-01,2.770378605608031508e-01,2.766289172674205599e-01,2.762531073375708579e-01,2.753558870721515839e-01,2.747767460347148027e-01,2.742896758573344362e-01,2.738006486829673292e-01,2.733128746239352203e-01,2.728327685112375001e-01,2.723510657770594756e-01,2.718756185694564120e-01,2.714005000759233677e-01,2.709214000352560547e-01,2.704520465945731145e-01,2.699853147267152753e-01,2.695210718476689360e-01,2.690639822605302989e-01,2.686169370424699721e-01,2.681672706101422832e-01,2.677148657990364167e-01,2.672585338976108948e-01,2.668195357589174255e-01,2.663688399301025189e-01,2.659410853795749485e-01,2.655339867625335359e-01,2.651179204443890325e-01,2.646925638941858838e-01,2.642545340455242919e-01,2.638306392783584808e-01,2.633911263193994268e-01,2.629613075515925824e-01,2.625407732526791049e-01,2.621147066068231779e-01,2.616869996640448504e-01,2.612577932788656687e-01,2.608285681496890773e-01,2.603988869554599850e-01,2.599725059029015517e-01,2.595481991241143094e-01,2.591308775908902073e-01,2.587203766950627037e-01,2.583088615968683333e-01,2.579002052995632011e-01,2.574935250676938514e-01,2.570806871128524795e-01,2.566745543737295465e-01,2.562737411638361662e-01,2.558655440950818871e-01,2.554556881109921740e-01,2.550531021613020033e-01,2.546477007209820287e-01,2.542472466568629907e-01,2.538487462593636557e-01,2.534548702939248832e-01,2.530621416866349338e-01,2.526714988640171855e-01,2.522846346416111607e-01,2.518937853243002345e-01,2.514988496700264475e-01,2.510990932654378338e-01,2.506980259073515183e-01,2.502988603034760340e-01,2.499092450341881266e-01,2.495231488504895956e-01,2.491405311927690214e-01,2.487621662645168319e-01,2.483943865074699497e-01,2.480286227675546351e-01,2.476648938316023119e-01,2.473080246899423962e-01,2.469537123442283322e-01,2.466034180830858347e-01,2.462534541895791962e-01,2.459090571438052042e-01,2.455619976535538262e-01,2.452203603354975170e-01,2.448814238610698413e-01
2.931618567169083645e-01,2.929377187412178785e-01,2.926627388164639298e-01,2.923289942143825759e-01,2.919686942681368191e-01,2.915673704869311544e-01,2.911132688159101534e-01,2.906563729743269486e-01,2.902001394807676160e-01,2.897192557768396015e-01,2.892725689301365866e-01,2.888191240015600125e-01,2.883767333603763361e-01,2.879326871764606999e-01,2.874835697890736896e-01,2.870322198940627456e-01,2.865809123656749557e-01,2.861271306520213886e-01,2.856667475936356393e-01,2.852026302416013626e-01,2.847375335316830181e-01,2.842713150504770359e-01,2.837998139669172248e-01,2.833209664806596861e-01,2.828808928485224694e-01,2.824746533064674270e-01,2.815676143343194826e-01,2.809684535793331994e-01,2.804451797522742318e-01,2.799251335906967619e-01,2.794055484072399120e-01,2.788965216035871886e-01,2.783883615241697362e-01,2.778850010245546009e-01,2.773842721147458112e-01,2.768844280073893271e-01,2.763935922772944864e-01,2.759003130883548871e-01,2.754111207050928267e-01,2.749282326954490263e-01,2.744534258405906257e-01,2.739767200797166846e-01,2.735005364847694631e-01,2.730226826606354518e-01,2.725568424601323980e-01,2.720813382584984508e-01,2.716259780763600196e-01,2.711764343762467222e-01,2.707164130083096754e-01,2.702548631391936129e-01,2.697920319303296344e-01,2.693352428634110396e-01,2.688775873351921253e-01,2.684282439228147243e-01,2.679834097488285605e-01,2.675381205974045051e-01,2.670895876370108502e-01,2.666403595375702595e-01,2.661909285941722048e-01,2.657435128550693082e-01,2.653002497916028268e-01,2.648616695324256809e-01,2.644296234306141025e-01,2.640040454637802014e-01,2.635777627409253143e-01,2.631519213365058896e-01,2.627299331967402063e-01,2.623045299687845056e-01,2.618845707963771696e-01,2.614703653905410818e-01,2.610474067116861918e-01,2.606265362247010553e-01,2.602116848047960063e-01,2.597951251063164713e-01,2.593808341699643805e-01,2.589680964842143163e-01,2.585574338620307833e-01,2.581487579322266357e-01,2.577447323812236402e-01,2.573438834101424710e-01,2.569384862505131317e-01,2.565269702021109044e-01,2.561099566279459450e-01,2.556907163525232729e-01,2.552738803149554037e-01,2.548680362970708879e-01,2.544678753740110544e-01,2.540722250817690764e-01,2.536819798889968780e-01,2.532998110541944126e-01,2.529198396789648084e-01,2.525411337487084018e-01,2.521701233891339156e-01,2.518019768445506346e-01,2.514398654384795706e-01,2.510790817694644184e-01,2.507234656998321154e-01,2.503654315554090792e-01,2.500121017205536034e-01,2.496638409660585367e-01
2.962698940105474299e-01,2.959243584328131726e-01,2.955219559601470758e-01,2.950972863894189002e-01,2.946333283392366109e-01,2.941185723479915470e-01,2.935637762051682698e-01,2.930104760850030798e-01,2.924751209690203968e-01,2.919280853385494701e-01,2.914019338577285567e-01,2.908709113649021183e-01,2.903617447406742769e-01,2.898623157497119962e-01,2.893644368914519704e-01,2.888628705503029082e-01,2.883616795820267975e-01,2.878560879891368107e-01,2.873465405373288317e-01,2.868388086777071133e-01,2.863328918431984338e-01,2.858302671611312462e-01,2.853231437436447027e-01,2.848098579021598464e-01,2.843488028663347933e-01,2.840691920281943617e-01,2.831396429846019247e-01,2.824460108241993450e-01,2.818690626322769566e-01,2.813160247715902340e-01,2.807704141933580200e-01,2.802442765733349495e-01,2.797158061793940109e-01,2.791991225785627750e-01,2.786824466474359663e-01,2.781647074262605379e-01,2.776516460679220866e-01,2.771397060313315341e-01,2.766313085242972369e-01,2.761291241420483211e-01,2.756384712444768237e-01,2.751467858652457688e-01,2.746521622038682886e-01,2.741533932920667271e-01,2.736549079582615285e-01,2.731578542636642348e-01,2.726733134696431859e-01,2.721802351112972418e-01,2.716927588583649689e-01,2.712038813246052671e-01,2.707051020068454994e-01,2.702340627649021942e-01,2.697677227639652120e-01,2.693080813310447241e-01,2.688525651994505550e-01,2.683962906706736096e-01,2.679349328291356080e-01,2.674763008164466327e-01,2.670224549970485195e-01,2.665665780170337618e-01,2.661176373465429790e-01,2.656694403482744438e-01,2.652263601555204797e-01,2.647943017885056594e-01,2.643592913332842853e-01,2.639323177465692782e-01,2.635047757216110731e-01,2.630727722879841468e-01,2.626482627812212201e-01,2.622302415020025812e-01,2.617992513736979165e-01,2.613729214003913670e-01,2.609522252471923043e-01,2.605292368897615951e-01,2.601093282675299156e-01,2.596903981210237355e-01,2.592721946488038554e-01,2.588565236988006335e-01,2.584441245393558906e-01,2.580366193339433956e-01,2.576229294203870035e-01,2.572049555155267453e-01,2.567810198926582244e-01,2.563527447118331692e-01,2.559247642557589408e-01,2.555095556782390198e-01,2.551027722786844421e-01,2.547011012857281487e-01,2.543056611168764136e-01,2.539204158693658120e-01,2.535359335177553852e-01,2.531537437123505541e-01,2.527798056241352675e-01,2.524105277689522309e-01,2.520463215560561632e-01,2.516819733978507001e-01,2.513249009847711712e-01,2.509646063258476056e-01,2.506114505083105182e-01,2.502638719592925609e-01
2.971042485532486288e-01,2.966287678956468499e-01,2.961328032076784300e-01,2.956008691015576950e-01,2.950417394618147227e-01,2.944339108121937776e-01,2.937935303157732658e-01,2.931431171277669168e-01,2.925257065021295011e-01,2.918979137643251676e-01,2.913121313835049242e-01,2.907296750211229019e-01,2.901624327627717603e-01,2.896069330656519947e-01,2.890553396642515649e-01,2.885014708869877431e-01,2.879509206094392759e-01,2.874025755989592645e-01,2.868528136591700917e-01,2.863057482347359239e-01,2.857660346248753758e-01,2.852300193846624143e-01,2.846917562904900945e-01,2.841494659689817182e-01,2.836690353017768951e-01,2.832449896355552221e-01,2.823271191138201353e-01,2.816706804530781927e-01,2.811123656442067187e-01,2.805629928896763436e-01,2.800141983096514076e-01,2.794764373803580448e-01,2.789342785160663363e-01,2.784038341704400676e-01,2.778711199166785106e-01,2.773359224128377210e-01,2.768108580192862322e-01,2.762846833070658481e-01,2.757586014740303626e-01,2.752330638321366374e-01,2.747203947527074863e-01,2.742070764993849719e-01,2.736935286981735382e-01,2.731732804221303490e-01,2.726571583137671340e-01,2.721340656439674155e-01,2.716227668404906925e-01,2.711087779225676009e-01,2.705945670011281057e-01,2.700827842968751002e-01,2.695707832540286675e-01,2.690766893088883949e-01,2.685861357827583618e-01,2.681142674670685677e-01,2.676582314445530852e-01,2.671917501817407392e-01,2.667240065184824371e-01,2.662554085769510692e-01,2.657942806488838849e-01,2.653331629682257331e-01,2.648770046649974730e-01,2.644272493964305859e-01,2.639836176584334781e-01,2.635476485317025941e-01,2.631089296318764315e-01,2.626783331269609834e-01,2.622477189573630407e-01,2.618142219107206237e-01,2.613870339741315996e-01,2.609632827481451200e-01,2.605260880552440761e-01,2.600939005255198389e-01,2.596691195326690793e-01,2.592371089537577333e-01,2.588120046515468564e-01,2.583888296403505369e-01,2.579663533097087402e-01,2.575457041252876000e-01,2.571273807121957633e-01,2.567147458438164831e-01,2.562956438144671778e-01,2.558730287456062458e-01,2.554412710396412600e-01,2.550032801939307037e-01,2.545689470412993427e-01,2.541501193403123415e-01,2.537392475283850590e-01,2.533324794345298003e-01,2.529332137047530793e-01,2.525447323516389897e-01,2.521589526153519278e-01,2.517761320011077109e-01,2.514045034081602292e-01,2.510381719074495366e-01,2.506773336124187845e-01,2.503182834200941009e-01,2.499633376497734649e-01,2.496070350982252384e-01,2.492598548548404513e-01,2.489185956229753860e-01
2.967389766267826690e-01,2.961762508189334508e-01,2.955871372287690590e-01,2.949704035178531969e-01,2.943246421508449173e-01,2.936121555105695724e-01,2.928711660753861024e-01,2.921565248820646721e-01,2.914639728860824452e-01,2.907633184334135201e-01,2.901158993876790659e-01,2.894716794291148365e-01,2.888527610912393073e-01,2.882499599912949351e-01,2.876527296554335367e-01,2.870520196114616507e-01,2.864569212001805698e-01,2.858707121076721203e-01,2.852847499682296117e-01,2.847053000520307076e-01,2.841353296677269769e-01,2.835721483625384676e-01,2.830085096754558771e-01,2.824412473105075150e-01,2.819446943144286455e-01,2.815593914495796435e-01,2.805999126791157705e-01,2.799408327780933403e-01,2.793756438446505230e-01,2.788062542597501414e-01,2.782405679598656811e-01,2.776900849282444295e-01,2.771330374684144449e-01,2.765859431587652240e-01,2.760359336129142860e-01,2.754804947190627740e-01,2.749348546529412074e-01,2.743929909924757715e-01,2.738425984116847345e-01,2.732985530490713577e-01,2.727678359117440277e-01,2.722383398134317622e-01,2.717085677774735974e-01,2.711768067073504485e-01,2.706421030115170878e-01,2.700907165342476546e-01,2.695577514124792851e-01,2.690202797365194298e-01,2.684917646725896168e-01,2.679564768977861222e-01,2.674161550951541511e-01,2.669056170169035180e-01,2.664107416451168553e-01,2.659406903973055014e-01,2.654771025382545724e-01,2.650117853669741175e-01,2.645341275221441135e-01,2.640556676081431964e-01,2.635804819561033963e-01,2.631101171070875933e-01,2.626490397127534959e-01,2.621933630331706455e-01,2.617417274079303358e-01,2.613045191657202837e-01,2.608661830583584029e-01,2.604343834636352883e-01,2.600012955576928020e-01,2.595629961372251659e-01,2.591295552302957383e-01,2.587008336989988222e-01,2.582553615607101616e-01,2.578141451418344277e-01,2.573855831810666905e-01,2.569508169911740580e-01,2.565215795117184450e-01,2.560935263886636726e-01,2.556676240985838455e-01,2.552417293924746367e-01,2.548196733226646415e-01,2.544004975970865501e-01,2.539772949921939582e-01,2.535464190601049439e-01,2.531102034676545043e-01,2.526653770718620962e-01,2.522235845844206237e-01,2.518031352520463950e-01,2.513905264830108566e-01,2.509833557211366140e-01,2.505828662866260714e-01,2.501959892965426868e-01,2.498106374752204761e-01,2.494309273659914283e-01,2.490646658792093071e-01,2.487058005709171793e-01,2.483520403892340300e-01,2.480000176192863337e-01,2.476538174696462369e-01,2.473069505268573332e-01,2.469697203889058001e-01,2.466399314979742796e-01
2.956353835436688060e-01,2.950025395202914846e-01,2.943454063866138282e-01,2.936408967648740931e-01,2.929067161739658531e-01,2.921189670918625803e-01,2.912994662003363100e-01,2.905020402659704293e-01,2.897512963921871632e-01,2.890029513224920965e-01,2.882901328247054473e-01,2.875866010811240492e-01,2.869141993562591697e-01,2.862629311473396942e-01,2.856185337871057217e-01,2.849750707133609784e-01,2.843452103734412928e-01,2.837255032123205956e-01,2.831089301171584305e-01,2.825007900294738694e-01,2.819033739287077900e-01,2.813135443072135589e-01,2.807274402003890890e-01,2.801380147278226818e-01,2.796270599920164801e-01,2.793284288304832552e-01,2.783781531437757306e-01,2.776849314939687785e-01,2.770861960329134011e-01,2.764895960962890920e-01,2.758990081223134938e-01,2.753248787008214515e-01,2.747459643397004436e-01,2.741784907466096599e-01,2.736078754570232530e-01,2.730341711831243412e-01,2.724709228547428363e-01,2.719119572425580666e-01,2.713473732157854479e-01,2.707889426467995353e-01,2.702448787901516325e-01,2.697018981723940390e-01,2.691556982288937361e-01,2.686041630532096103e-01,2.680509225495346093e-01,2.674864757537262494e-01,2.669307143346951738e-01,2.663754051403340317e-01,2.658236034817818005e-01,2.652840683861452664e-01,2.647303071041982592e-01,2.642062352181438478e-01,2.637024896927980810e-01,2.632144366183131745e-01,2.627447183079322790e-01,2.622687026268009092e-01,2.617861997181700762e-01,2.613077004899209688e-01,2.608320471565535037e-01,2.603575312340743464e-01,2.598907885919529148e-01,2.594323584411279970e-01,2.589821056357367035e-01,2.585387322456384473e-01,2.580950735679401475e-01,2.576594012499197062e-01,2.572208531304591705e-01,2.567767674657742694e-01,2.563357174266331362e-01,2.558990874568489726e-01,2.554478428318537886e-01,2.550020755470444045e-01,2.545661630504363893e-01,2.541238910764667125e-01,2.536903081679995897e-01,2.532571287364589474e-01,2.528257375873475543e-01,2.523975382960941261e-01,2.519728487615257584e-01,2.515490889076793524e-01,2.511188235933011215e-01,2.506855506818150836e-01,2.502425481314250466e-01,2.497932457564225051e-01,2.493481329537472480e-01,2.489263634827988958e-01,2.485119519429573043e-01,2.481057580299972920e-01,2.477115955747443976e-01,2.473309584723308030e-01,2.469533186911224698e-01,2.465815744811735433e-01,2.462256281796938728e-01,2.458798148052639410e-01,2.455413057504765573e-01,2.452055515509951600e-01,2.448790772192551701e-01,2.445522456279949353e-01,2.442372896759528733e-01,2.439329158068357650e-01
2.940366884253383661e-01,2.933303331020496452e-01,2.925873224060285271e-01,2.918070014892541475e-01,2.910040406220160136e-01,2.901547339798500325e-01,2.892755012915172452e-01,2.884136423748174249e-01,2.875873093398493840e-01,2.867534953343718329e-01,2.859947012338328598e-01,2.852467787283325396e-01,2.845274008300255897e-01,2.838322574516967678e-01,2.831459680472561691e-01,2.824683207528019824e-01,2.818090837502847390e-01,2.811607114366345139e-01,2.805167509326877417e-01,2.798808704552421256e-01,2.792599590212793692e-01,2.786491751101126679e-01,2.780424772330566952e-01,2.774288254208414628e-01,2.769058232716133383e-01,2.764610280653929664e-01,2.756074151875388956e-01,2.749676858327570472e-01,2.743678741586070835e-01,2.737638955444258726e-01,2.731625453477152798e-01,2.725746638988481019e-01,2.719792115981108926e-01,2.713960346705260318e-01,2.708056301970450108e-01,2.702182671083685483e-01,2.696386961332798982e-01,2.690624598430518821e-01,2.684837865823147540e-01,2.679120821235351224e-01,2.673524174247330354e-01,2.667918793364617569e-01,2.662337081094028890e-01,2.656706443603266132e-01,2.650989236425491669e-01,2.645136751297400557e-01,2.639412983797343459e-01,2.633612048862218336e-01,2.628082658223589441e-01,2.622531848895793272e-01,2.616919295104115362e-01,2.611645528105250857e-01,2.606493910686876192e-01,2.601596792431498661e-01,2.596863683638138687e-01,2.592013669060957981e-01,2.587148427078602708e-01,2.582298412610253280e-01,2.577417967060137149e-01,2.572632319101214038e-01,2.567935275394719885e-01,2.563298218757231739e-01,2.558675810498808323e-01,2.554157732865533492e-01,2.549641991160609966e-01,2.545219511028161130e-01,2.540764322145278031e-01,2.536257584038574264e-01,2.531790250471279147e-01,2.527375074568153357e-01,2.522802308902163393e-01,2.518264677764179837e-01,2.513853425418456355e-01,2.509359100528556485e-01,2.504954544028208385e-01,2.500558543189645433e-01,2.496210040570601418e-01,2.491885841388051248e-01,2.487613866317640865e-01,2.483356406857823162e-01,2.479063653099309872e-01,2.474736052940670616e-01,2.470316977209113529e-01,2.465857902260746859e-01,2.461447811230537963e-01,2.457298857231903499e-01,2.453235971354011391e-01,2.449289386706010596e-01,2.445495315462884178e-01,2.441860498789127365e-01,2.438280436618895930e-01,2.434775810494351489e-01,2.431464113872188193e-01,2.428287565405526927e-01,2.425208527172255935e-01,2.422185950374549368e-01,2.419299838782389966e-01,2.416423467008729786e-01,2.413695331089407425e-01,2.411116901170965443e-01
2.920357047799886918e-01,2.912477031088389623e-01,2.904346571385873488e-01,2.895937419681541836e-01,2.887370887964544885e-01,2.878173456755024340e-01,2.868621896148235706e-01,2.859298503741040665e-01,2.850425183456428702e-01,2.841534824935595394e-01,2.833389567730401626e-01,2.825342900462136653e-01,2.817718509803329163e-01,2.810387964644987524e-01,2.803242094404543305e-01,2.796157060113301784e-01,2.789252011747181959e-01,2.782481336620415413e-01,2.775777011448791742e-01,2.769208050155314571e-01,2.762790833212380170e-01,2.756467959835647852e-01,2.750192637952089125e-01,2.743890611098853682e-01,2.738567385553719591e-01,2.735104588333452380e-01,2.726236582020890031e-01,2.719516849536289249e-01,2.713463566859964371e-01,2.707336433007367371e-01,2.701236640737780248e-01,2.695239818380072983e-01,2.689133252026084664e-01,2.683160669066302906e-01,2.677139140212947965e-01,2.671119281613305585e-01,2.665187157349609981e-01,2.659292270612505504e-01,2.653336919447896736e-01,2.647431483290384469e-01,2.641690229733752449e-01,2.635931110518667797e-01,2.630208399410834397e-01,2.624491911096904495e-01,2.618641214229741054e-01,2.612615554436176213e-01,2.606721498992019548e-01,2.600890763500273706e-01,2.595264649777555555e-01,2.589668005115973171e-01,2.583944002828290065e-01,2.578608821104221294e-01,2.573435211163851433e-01,2.568402353152144380e-01,2.563636312414288576e-01,2.558697956279307184e-01,2.553712126300359819e-01,2.548745004815697879e-01,2.543819005657133037e-01,2.538918714901707285e-01,2.534071712782827723e-01,2.529315200801812713e-01,2.524619481828662693e-01,2.520060980834702979e-01,2.515477907598956953e-01,2.510967983048143504e-01,2.506427007923837103e-01,2.501832641751213782e-01,2.497283200913764933e-01,2.492772980562663332e-01,2.488072175765869976e-01,2.483429842023314738e-01,2.478954582041634214e-01,2.474401841281288206e-01,2.469962684866724156e-01,2.465548833639889248e-01,2.461213985736183107e-01,2.456919720693912790e-01,2.452691683318924676e-01,2.448486745198039383e-01,2.444269320873538320e-01,2.440046617904600423e-01,2.435773880591176332e-01,2.431503351967694848e-01,2.427305850283892619e-01,2.423414679776550451e-01,2.419641256145492747e-01,2.416041005614440185e-01,2.412648765576103360e-01,2.409440203995206753e-01,2.406317148817425644e-01,2.403292806718825836e-01,2.400505568382287347e-01,2.397904206962365725e-01,2.395422125075300501e-01,2.393032018907730318e-01,2.390826055095167657e-01,2.388644925368492433e-01,2.386648592692396376e-01,2.384853708264454697e-01
